operator,scenario,score,rank,in_top_k
结城理,perturb_147,66.2326082451,15.0,False
维什戴尔,perturb_147,92.5798639108,2.0,True
维娜·维多利亚,perturb_147,60.1551744291,24.0,False
缄默德克萨斯,perturb_147,33.2619057721,47.0,False
缇缇,perturb_147,35.7716266466,45.0,False
缪尔赛思,perturb_147,40.3708685161,42.0,False
能天使,perturb_147,70.5539044743,11.0,False
艾雅法拉,perturb_147,26.9282497086,53.0,False
荒芜拉普兰德,perturb_147,62.3650460294,19.0,False
诗怀雅,perturb_147,29.234144771,52.0,False
谬因,perturb_147,33.8171495442,46.0,False
贝洛内,perturb_147,43.1025440484,38.0,False
赤刃明霄陈,perturb_147,70.6951346447,10.0,True
逻各斯,perturb_147,65.1350974906,16.0,False
酒神,perturb_147,59.3889911279,25.0,False
重岳,perturb_147,55.9497635201,30.0,False
铃兰,perturb_147,31.1616251189,49.0,False
银灰,perturb_147,46.8107799721,34.0,False
锏,perturb_147,32.7659788477,48.0,False
阿米娅,perturb_147,76.1320638096,5.0,True
陈,perturb_147,18.3063081541,58.0,False
霍尔海雅,perturb_147,18.5714692656,57.0,False
黍,perturb_147,37.7338082985,44.0,False
Mon3tr,perturb_148,58.9700946316,26.0,False
W,perturb_148,60.390625,23.0,False
予愿安洁莉娜,perturb_148,74.8041453942,7.0,True
令,perturb_148,61.2855783288,21.0,False
伊芙利特,perturb_148,22.5621620396,56.0,False
余,perturb_148,26.9467716352,54.0,False
佩佩,perturb_148,39.6391591854,43.0,False
凛御银灰,perturb_148,77.0210618836,4.0,True
凯尔希,perturb_148,64.3548456024,18.0,False
凯尔希·思衡托,perturb_148,80.293267047,3.0,True
史尔特尔,perturb_148,68.6801537848,13.0,False
司霆惊蛰,perturb_148,44.1106942367,37.0,False
塑心,perturb_148,40.9799681657,40.0,False
塞雷娅,perturb_148,75.2549628903,6.0,True
夕,perturb_148,23.4754861023,55.0,False
夜莺,perturb_148,14.7025519058,60.0,False
娜斯提,perturb_148,37.3266309185,44.0,False
年,perturb_148,16.3113995713,59.0,False
幽灵鲨,perturb_148,48.346712878,33.0,False
归溟幽灵鲨,perturb_148,53.295837884,32.0,False
德克萨斯,perturb_148,60.3340332138,24.0,False
怒潮凛冬,perturb_148,28.3096725484,52.0,False
拉普兰德,perturb_148,41.7625168371,39.0,False
斩业星熊,perturb_148,60.2447198594,25.0,False
斯卡蒂,perturb_148,44.3994110511,36.0,False
新约能天使,perturb_148,94.8655357954,1.0,True
望,perturb_148,67.0622686453,14.0,False
棘刺,perturb_148,65.3518444628,15.0,False
死芒,perturb_148,58.0516288307,28.0,False
泥岩,perturb_148,58.679628141,27.0,False
浊心斯卡蒂,perturb_148,71.3907585502,10.0,True
温蒂,perturb_148,44.8909702746,35.0,False
焰狐龙梓兰,perturb_148,71.5043128696,8.0,True
煌,perturb_148,29.0197390984,51.0,False
玛恩纳,perturb_148,69.028008083,12.0,False
真言,perturb_148,54.2495687035,31.0,False
纯烬艾雅法拉,perturb_148,60.6574993917,22.0,False
结城理,perturb_148,65.0724939186,17.0,False
维什戴尔,perturb_148,92.5183295585,2.0,True
维娜·维多利亚,perturb_148,62.1736621896,19.0,False
缄默德克萨斯,perturb_148,34.7684616157,45.0,False
缇缇,perturb_148,33.488485032,46.0,False
缪尔赛思,perturb_148,40.7511224811,41.0,False
能天使,perturb_148,70.3296580661,11.0,False
艾雅法拉,perturb_148,27.0892506946,53.0,False
荒芜拉普兰德,perturb_148,61.3725625139,20.0,False
诗怀雅,perturb_148,29.4533114404,50.0,False
谬因,perturb_148,31.9883007967,48.0,False
贝洛内,perturb_148,42.1568712757,38.0,False
赤刃明霄陈,perturb_148,71.4204338057,9.0,True
逻各斯,perturb_148,65.2003961967,16.0,False
酒神,perturb_148,57.0037433847,29.0,False
重岳,perturb_148,56.2231052699,30.0,False
铃兰,perturb_148,31.3023606204,49.0,False
银灰,perturb_148,47.0408654064,34.0,False
锏,perturb_148,32.8007349557,47.0,False
阿米娅,perturb_148,76.1081088306,5.0,True
陈,perturb_148,18.1316293029,58.0,False
霍尔海雅,perturb_148,18.6983130182,57.0,False
黍,perturb_148,39.667243906,42.0,False
Mon3tr,perturb_149,59.0387034322,26.0,False
W,perturb_149,60.390625,25.0,False
予愿安洁莉娜,perturb_149,71.9295987171,8.0,True
令,perturb_149,61.9736986096,21.0,False
伊芙利特,perturb_149,22.2771934911,56.0,False
余,perturb_149,25.1389927658,54.0,False
佩佩,perturb_149,42.7973249201,40.0,False
凛御银灰,perturb_149,77.9241409781,4.0,True
凯尔希,perturb_149,63.8540863563,18.0,False
凯尔希·思衡托,perturb_149,82.0544771228,3.0,True
史尔特尔,perturb_149,69.3201198309,12.0,False
司霆惊蛰,perturb_149,46.3647004233,35.0,False
塑心,perturb_149,43.5067888744,39.0,False
塞雷娅,perturb_149,75.1568477039,6.0,True
夕,perturb_149,23.9157427255,55.0,False
夜莺,perturb_149,14.4243473474,60.0,False
娜斯提,perturb_149,41.1445936227,42.0,False
年,perturb_149,16.477005344,59.0,False
幽灵鲨,perturb_149,49.2199693932,33.0,False
归溟幽灵鲨,perturb_149,50.0308873232,32.0,False
德克萨斯,perturb_149,61.2684194769,23.0,False
怒潮凛冬,perturb_149,30.2035275507,50.0,False
拉普兰德,perturb_149,42.2627086845,41.0,False
斩业星熊,perturb_149,63.2480205849,19.0,False
斯卡蒂,perturb_149,44.7836743782,37.0,False
新约能天使,perturb_149,93.9565823789,1.0,True
望,perturb_149,69.0781248613,13.0,False
棘刺,perturb_149,64.7201206298,17.0,False
死芒,perturb_149,60.5645837188,24.0,False
泥岩,perturb_149,58.7244974356,27.0,False
浊心斯卡蒂,perturb_149,71.7083973206,9.0,True
温蒂,perturb_149,45.235261854,36.0,False
焰狐龙梓兰,perturb_149,71.9671071413,7.0,True
煌,perturb_149,29.5651884606,51.0,False
玛恩纳,perturb_149,68.9218298619,14.0,False
真言,perturb_149,56.3535719219,29.0,False
纯烬艾雅法拉,perturb_149,56.1804600203,30.0,False
结城理,perturb_149,67.3087626594,15.0,False
维什戴尔,perturb_149,92.6042456721,2.0,True
维娜·维多利亚,perturb_149,58.2827688706,28.0,False
缄默德克萨斯,perturb_149,31.8643825416,48.0,False
缇缇,perturb_149,37.8895325035,44.0,False
缪尔赛思,perturb_149,40.0217101116,43.0,False
能天使,perturb_149,70.6427576466,10.0,True
艾雅法拉,perturb_149,26.864456275,53.0,False
荒芜拉普兰德,perturb_149,62.2666644557,20.0,False
诗怀雅,perturb_149,29.147304344,52.0,False
谬因,perturb_149,35.5136406637,46.0,False
贝洛内,perturb_149,43.9797764948,38.0,False
赤刃明霄陈,perturb_149,70.0223269085,11.0,False
逻各斯,perturb_149,65.109224179,16.0,False
酒神,perturb_149,61.6016134784,22.0,False
重岳,perturb_149,55.6962040873,31.0,False
铃兰,perturb_149,31.1058614798,49.0,False
银灰,perturb_149,46.719613202,34.0,False
锏,perturb_149,32.7522074323,47.0,False
阿米娅,perturb_149,76.1415554928,5.0,True
陈,perturb_149,18.3755211693,58.0,False
霍尔海雅,perturb_149,18.5212099553,57.0,False
黍,perturb_149,36.1350185357,45.0,False
Mon3tr,perturb_150,58.9409218221,25.0,False
W,perturb_150,60.390625,22.0,False
予愿安洁莉娜,perturb_150,76.0264172012,5.0,True
令,perturb_150,59.1094201683,23.0,False
伊芙利特,perturb_150,23.4633658693,55.0,False
余,perturb_150,27.715448367,52.0,False
佩佩,perturb_150,38.2962911186,43.0,False
凛御银灰,perturb_150,76.6370680784,4.0,True
凯尔希,perturb_150,65.9384805428,16.0,False
凯尔希·思衡托,perturb_150,83.2256552796,3.0,True
史尔特尔,perturb_150,66.656281836,14.0,False
司霆惊蛰,perturb_150,43.1522793894,37.0,False
塑心,perturb_150,39.9055512017,42.0,False
塞雷娅,perturb_150,75.565248998,7.0,True
夕,perturb_150,22.0831887526,56.0,False
夜莺,perturb_150,15.5823648351,60.0,False
娜斯提,perturb_150,35.7032138383,45.0,False
年,perturb_150,15.7876766646,59.0,False
幽灵鲨,perturb_150,45.5850673564,34.0,False
归溟幽灵鲨,perturb_150,54.6841113997,31.0,False
德克萨斯,perturb_150,57.3790668393,27.0,False
怒潮凛冬,perturb_150,27.5043958088,53.0,False
拉普兰德,perturb_150,40.1806762768,41.0,False
斩业星熊,perturb_150,58.9677011789,24.0,False
斯卡蒂,perturb_150,43.1841906918,36.0,False
新约能天使,perturb_150,94.6319908013,1.0,True
望,perturb_150,66.2051163717,15.0,False
棘刺,perturb_150,67.3496506785,13.0,False
死芒,perturb_150,56.9831076839,28.0,False
泥岩,perturb_150,58.537730446,26.0,False
浊心斯卡蒂,perturb_150,70.3862361992,10.0,True
温蒂,perturb_150,43.8021592761,35.0,False
焰狐龙梓兰,perturb_150,71.3075304011,9.0,True
煌,perturb_150,27.2947731094,54.0,False
玛恩纳,perturb_150,69.3637932773,11.0,False
真言,perturb_150,53.3549358781,32.0,False
纯烬艾雅法拉,perturb_150,62.5611592091,20.0,False
结城理,perturb_150,64.1216211231,18.0,False
维什戴尔,perturb_150,92.2466226245,2.0,True
维娜·维多利亚,perturb_150,63.8280897366,19.0,False
缄默德克萨斯,perturb_150,36.0032907475,44.0,False
缇缇,perturb_150,31.6171373554,48.0,False
缪尔赛思,perturb_150,40.9785525807,40.0,False
能天使,perturb_150,69.3394907564,12.0,False
艾雅法拉,perturb_150,27.8001557853,51.0,False
荒芜拉普兰德,perturb_150,62.3728982809,21.0,False
诗怀雅,perturb_150,30.421048998,50.0,False
谬因,perturb_150,30.4893084291,49.0,False
贝洛内,perturb_150,41.3817627434,39.0,False
赤刃明霄陈,perturb_150,72.01491594,8.0,True
逻各斯,perturb_150,65.4887247576,17.0,False
酒神,perturb_150,55.0487057322,30.0,False
重岳,perturb_150,56.4471463215,29.0,False
铃兰,perturb_150,31.9237828054,47.0,False
银灰,perturb_150,48.056815126,33.0,False
锏,perturb_150,32.9542016807,46.0,False
阿米娅,perturb_150,76.0023348416,6.0,True
陈,perturb_150,17.3603291533,58.0,False
霍尔海雅,perturb_150,19.2583957336,57.0,False
黍,perturb_150,42.081917588,38.0,False
Mon3tr,perturb_151,59.0149070743,25.0,False
W,perturb_151,60.390625,21.0,False
予愿安洁莉娜,perturb_151,72.926609901,7.0,True
令,perturb_151,58.6649983698,26.0,False
伊芙利特,perturb_151,23.6474125228,55.0,False
余,perturb_151,25.7660049362,54.0,False
佩佩,perturb_151,41.7019429654,40.0,False
凛御银灰,perturb_151,77.6109159523,4.0,True
凯尔希,perturb_151,66.2618954036,16.0,False
凯尔希·思衡托,perturb_151,80.1132945024,3.0,True
史尔特尔,perturb_151,66.2429604021,17.0,False
司霆惊蛰,perturb_151,45.5829182403,34.0,False
塑心,perturb_151,42.6303833784,39.0,False
塞雷娅,perturb_151,75.6286165935,6.0,True
夕,perturb_151,21.7988494506,56.0,False
夜莺,perturb_151,15.7620429722,59.0,False
娜斯提,perturb_151,39.8203669034,43.0,False
年,perturb_151,15.6807203411,60.0,False
幽灵鲨,perturb_151,45.0210755052,35.0,False
归溟幽灵鲨,perturb_151,51.1633066538,32.0,False
德克萨斯,perturb_151,56.7755944013,29.0,False
怒潮凛冬,perturb_151,29.5466606322,51.0,False
拉普兰德,perturb_151,39.85762787,42.0,False
斩业星熊,perturb_151,62.2063521939,19.0,False
斯卡蒂,perturb_151,42.9360146045,38.0,False
新约能天使,perturb_151,94.5233887993,1.0,True
望,perturb_151,68.3789428969,13.0,False
棘刺,perturb_151,67.7576488873,14.0,False
死芒,perturb_151,59.6929874605,23.0,False
泥岩,perturb_151,58.5087516567,27.0,False
浊心斯卡蒂,perturb_151,70.1810895155,10.0,True
温蒂,perturb_151,43.5797989023,36.0,False
焰狐龙梓兰,perturb_151,71.8065910264,8.0,True
煌,perturb_151,26.9424951817,53.0,False
玛恩纳,perturb_151,69.4323683757,11.0,False
真言,perturb_151,55.6238169465,31.0,False
纯烬艾雅法拉,perturb_151,57.7332816738,28.0,False
结城理,perturb_151,66.5331325531,15.0,False
维什戴尔,perturb_151,92.191133788,2.0,True
维娜·维多利亚,perturb_151,59.6322909309,24.0,False
缄默德克萨斯,perturb_151,32.8716367771,48.0,False
缇缇,perturb_151,36.3630679709,45.0,False
缪尔赛思,perturb_151,39.9854584067,41.0,False
能天使,perturb_151,69.1372757039,12.0,False
艾雅法拉,perturb_151,27.9453390375,52.0,False
荒芜拉普兰德,perturb_151,61.4471841984,20.0,False
诗怀雅,perturb_151,30.6186833766,50.0,False
谬因,perturb_151,34.2909075968,46.0,False
贝洛内,perturb_151,43.3475178834,37.0,False
赤刃明霄陈,perturb_151,70.5072479654,9.0,True
逻各斯,perturb_151,65.5476081144,18.0,False
酒神,perturb_151,60.0068827537,22.0,False
重岳,perturb_151,55.8789551194,30.0,False
铃兰,perturb_151,32.0506915798,49.0,False
银灰,perturb_151,48.2642955425,33.0,False
锏,perturb_151,32.9855431333,47.0,False
阿米娅,perturb_151,75.9807333481,5.0,True
陈,perturb_151,17.202811834,58.0,False
霍尔海雅,perturb_151,19.3727775705,57.0,False
黍,perturb_151,38.5300497467,44.0,False
Mon3tr,perturb_152,58.906929407,25.0,False
W,perturb_152,60.390625,24.0,False
予愿安洁莉娜,perturb_152,77.4506190956,4.0,True
令,perturb_152,64.3428593411,19.0,False
伊芙利特,perturb_152,21.2960622648,56.0,False
余,perturb_152,28.6111172775,51.0,False
佩佩,perturb_152,36.7315693981,44.0,False
凛御银灰,perturb_152,76.1896351084,6.0,True
凯尔希,perturb_152,62.1299994853,23.0,False
凯尔希·思衡托,perturb_152,83.1079718163,3.0,True
史尔特尔,perturb_152,71.5234881493,11.0,False
司霆惊蛰,perturb_152,42.0355259525,38.0,False
塑心,perturb_152,38.653631075,42.0,False
塞雷娅,perturb_152,74.8190424492,7.0,True
夕,perturb_152,25.4315223537,55.0,False
夜莺,perturb_152,13.4665041718,60.0,False
娜斯提,perturb_152,33.8115939319,45.0,False
年,perturb_152,17.0471770197,59.0,False
幽灵鲨,perturb_152,52.2265441186,33.0,False
归溟幽灵鲨,perturb_152,56.30173995,29.0,False
德克萨斯,perturb_152,64.4854606021,18.0,False
怒潮凛冬,perturb_152,26.5660802463,53.0,False
拉普兰德,perturb_152,43.9848420325,37.0,False
斩业星熊,perturb_152,57.4797077444,27.0,False
斯卡蒂,perturb_152,46.1066721307,35.0,False
新约能天使,perturb_152,94.9528494113,1.0,True
望,perturb_152,65.2063549793,15.0,False
棘刺,perturb_152,62.5451298036,21.0,False
死芒,perturb_152,55.7380574153,30.0,False
泥岩,perturb_152,58.8789799787,26.0,False
浊心斯卡蒂,perturb_152,72.8020103453,8.0,True
温蒂,perturb_152,46.4206390515,34.0,False
焰狐龙梓兰,perturb_152,71.0782377325,12.0,False
煌,perturb_152,31.4431409728,47.0,False
玛恩纳,perturb_152,68.556264017,13.0,False
真言,perturb_152,52.3125018159,32.0,False
纯烬艾雅法拉,perturb_152,64.7793204257,17.0,False
结城理,perturb_152,63.0136557515,20.0,False
维什戴尔,perturb_152,92.9000501822,2.0,True
维娜·维多利亚,perturb_152,65.7558433126,14.0,False
缄默德克萨斯,perturb_152,37.4421245477,43.0,False
缇缇,perturb_152,29.4366265303,49.0,False
缪尔赛思,perturb_152,41.7269635083,39.0,False
能天使,perturb_152,71.7207424872,10.0,True
艾雅法拉,perturb_152,26.0905013045,54.0,False
荒芜拉普兰德,perturb_152,62.2139040398,22.0,False
诗怀雅,perturb_152,28.093738541,52.0,False
谬因,perturb_152,28.7426692956,50.0,False
贝洛内,perturb_152,40.4785994422,41.0,False
赤刃明霄陈,perturb_152,72.7076117684,9.0,True
逻各斯,perturb_152,64.7953238768,16.0,False
酒神,perturb_152,52.7706786088,31.0,False
重岳,perturb_152,56.7082009318,28.0,False
铃兰,perturb_152,30.4293256173,48.0,False
银灰,perturb_152,45.6135593203,36.0,False
锏,perturb_152,32.5851298067,46.0,False
阿米娅,perturb_152,76.2567105332,5.0,True
陈,perturb_152,19.2152276115,57.0,False
霍尔海雅,perturb_152,17.9114537345,58.0,False
黍,perturb_152,41.5103871755,40.0,False
Mon3tr,perturb_153,58.9450224317,26.0,False
W,perturb_153,60.390625,24.0,False
予愿安洁莉娜,perturb_153,75.8546113445,6.0,True
令,perturb_153,62.3301225844,20.0,False
伊芙利特,perturb_153,22.1295890306,56.0,False
余,perturb_153,27.6074010704,53.0,False
佩佩,perturb_153,38.4850483142,43.0,False
凛御银灰,perturb_153,76.6910432943,4.0,True
凯尔希,perturb_153,63.5947093173,19.0,False
凯尔希·思衡托,perturb_153,81.7899446812,3.0,True
史尔特尔,perturb_153,69.6516014749,12.0,False
司霆惊蛰,perturb_153,43.2869967926,37.0,False
塑心,perturb_153,40.0565741787,42.0,False
塞雷娅,perturb_153,75.1060272214,7.0,True
夕,perturb_153,24.1437813693,55.0,False
夜莺,perturb_153,14.2802464144,60.0,False
娜斯提,perturb_153,35.931405768,44.0,False
年,perturb_153,16.5627837601,59.0,False
幽灵鲨,perturb_153,49.6722879294,33.0,False
归溟幽灵鲨,perturb_153,54.4889718904,31.0,False
德克萨斯,perturb_153,61.7524012388,23.0,False
怒潮凛冬,perturb_153,27.6175877022,52.0,False
拉普兰德,perturb_153,42.5217918294,38.0,False
斩业星熊,perturb_153,59.1472024053,25.0,False
斯卡蒂,perturb_153,44.9827103116,36.0,False
新约能天使,perturb_153,94.8287018489,1.0,True
望,perturb_153,66.3256000316,14.0,False
棘刺,perturb_153,64.3929081848,16.0,False
死芒,perturb_153,57.1333019287,28.0,False
泥岩,perturb_153,58.7477382742,27.0,False
浊心斯卡蒂,perturb_153,71.8729238958,9.0,True
温蒂,perturb_153,45.4135937193,35.0,False
焰狐龙梓兰,perturb_153,71.3351906812,10.0,True
煌,perturb_153,29.8477135296,50.0,False
玛恩纳,perturb_153,68.8668329891,13.0,False
真言,perturb_153,53.4806879065,32.0,False
纯烬艾雅法拉,perturb_153,62.2935755965,21.0,False
结城理,perturb_153,64.2552783949,17.0,False
维什戴尔,perturb_153,92.6487474309,2.0,True
维娜·维多利亚,perturb_153,63.5955388912,18.0,False
缄默德克萨斯,perturb_153,35.8297197991,45.0,False
缇缇,perturb_153,31.8801790854,47.0,False
缪尔赛思,perturb_153,41.1331314418,40.0,False
能天使,perturb_153,70.8049330687,11.0,False
艾雅法拉,perturb_153,26.7480200606,54.0,False
荒芜拉普兰德,perturb_153,61.8517021914,22.0,False
诗怀雅,perturb_153,28.9888025986,51.0,False
谬因,perturb_153,30.700010882,49.0,False
贝洛内,perturb_153,41.4907141114,39.0,False
赤刃明霄陈,perturb_153,71.9313539108,8.0,True
逻各斯,perturb_153,65.0620000325,15.0,False
酒神,perturb_153,55.3235111534,30.0,False
重岳,perturb_153,56.4156545007,29.0,False
铃兰,perturb_153,31.0040813017,48.0,False
银灰,perturb_153,46.5532149853,34.0,False
锏,perturb_153,32.72707175,46.0,False
阿米娅,perturb_153,76.1588797784,5.0,True
陈,perturb_153,18.5018492415,57.0,False
霍尔海雅,perturb_153,18.4294763161,58.0,False
黍,perturb_153,40.4737905951,41.0,False
Mon3tr,perturb_154,58.9525090938,25.0,False
W,perturb_154,60.390625,22.0,False
予愿安洁莉娜,perturb_154,75.5409378896,6.0,True
令,perturb_154,59.4461013958,24.0,False
伊芙利特,perturb_154,23.3239373953,55.0,False
余,perturb_154,27.4101344029,54.0,False
佩佩,perturb_154,38.8296705689,43.0,False
凛御银灰,perturb_154,76.7895882029,4.0,True
凯尔希,perturb_154,65.693470706,16.0,False
凯尔希·思衡托,perturb_154,83.4765585285,3.0,True
史尔特尔,perturb_154,66.969402318,14.0,False
司霆惊蛰,perturb_154,43.5329562385,36.0,False
塑心,perturb_154,40.3323034225,42.0,False
塞雷娅,perturb_154,75.5172435224,7.0,True
夕,perturb_154,22.298596065,56.0,False
夜莺,perturb_154,15.4462458239,60.0,False
娜斯提,perturb_154,36.3480257385,44.0,False
年,perturb_154,15.8687037123,59.0,False
幽灵鲨,perturb_154,46.0123314318,34.0,False
归溟幽灵鲨,perturb_154,54.132697167,31.0,False
德克萨斯,perturb_154,57.8362402766,27.0,False
怒潮凛冬,perturb_154,27.8242470848,51.0,False
拉普兰德,perturb_154,40.4254084986,41.0,False
